Alignment  Sheet,Legal Location,Approximate KP,Tract No.,Environmental Issue(s),Observation(s) in 2010,Observation(s) in 2011,Repairs to Date  (2010 and 2011),Status,Recommended Measure(s) to Resolve Issue(s) and Schedule,VEC,GIS,Topic
66,NW 17-10-30,936.1 to 937.0,3415  3415.01 3416  3416.01 3417.01 3417.02,Vegetation - Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,High density of foxtail barley observed on construction right-of-way during ground reconnaissance.,--,Unresolved,Follow weed control plan and monitor in 2012.,,WPM,
66,NW 17-10-30,936.1 to 936.5,3415  3415.01 3416,Soils – Wind and Water Erosion,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
66,NE 17-10-30,937.0 to 937.9,3418,Vegetation - Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,"High density of foxtail barley, field dock, common peppergrass, spear-leaved goosefoot and creeping thistle observed on construction right-of-way during ground reconnaissance.",--,Unresolved,Follow weed control plan and monitor in 2012.,,WPM,
67,NW 10-10-30,940.0,3423,Vegetation - Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,"Moderate density of spear-leaved goosefoot, lamb's-quarters and foxtail barley observed on construction right-of-way during ground reconnaissance.",--,Unresolved,Follow weed control plan and monitor in 2012.,,WPM,
67,NW 10-10-30,940.0 to 940.6,3423,Soils – Wind and Water Erosion,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
67,NE 10-10-30,941.4,3424,Vegetation - Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
67,NW 11-10-30 to  SE 11-10-30,941.5 to 943.2,3425  3426  3427,Vegetation – Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
67,NW 11-10-30 to  SE 11-10-30,941.5 to 943.2,3425  3426  3427,Soils – Wind Erosion,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
67,7-11-10-30,942.5,3427,SWater Quality and Quantity tony Creek,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,Reseeded in summer 2011.,Resolved,None.,,WPM,
67,7-11-10-30,942.6,3427,UWater Quality and Quantity nnamed Drainage – Field Identified,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,Reseeded in summer 2011.,Resolved,None.,,WPM,
67,SW 12-10-30 to NE 1-10-30,943.2 to 945.0,3428 3429 3430,Vegetation - Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,"Moderate to high density of field dock, foxtail barley, common peppergrass, and creeping thistle observed on construction right-of-way during ground reconnaissance.",--,Unresolved,Follow weed control plan and monitor in 2012.,,WPM,
67,NW 6-10-29 to NE 6-10-29,945.0 to 946.6,4001 4002,Vegetation - Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
67,NE 6-10-29,946.6 to 946.7,4002,Vegetation - Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,Moderate density of foxtail barley observed on construction right-of-way during ground reconnaissance.,--,Unresolved,Follow weed control plan and monitor in 2012.,,WPM,
67,W1/2 5-10-29,946.7 to 947.6,4003  4004,Vegetation - Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,Moderate density of foxtail barley observed on construction right-of-way during ground reconnaissance.,--,Unresolved,Follow weed control plan and monitor in 2012.,,WPM,
67,SE 5-10-29,947.6 to 948.4,4004.01,Vegetation - Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
67,SW 4-10-29 to NE 33-9-29,948.5 to 950.2,4005  4006  4006.01,Vegetation - Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
67,NW 33-9-29,949.1,4006,Vegetation – Rare Plants,Final clean-up not complete at time of 2010 ground reconnaissance.,">500 plants located on west facing slope off construction right-of-way, west from trail to fence and continuing into road ditch over existing Enbridge hot-lines.",--,Resolved,None.,,WPM,
67 to 68,NE 33-9-29 to NW 17-9-28,949.5 to CT 1.1,4006.01 to 4019.01,Soils - Subsidence,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
67,NW 34-9-29,951.0,4007,Soils - Contouring,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
67,NE 34-9-29,951.0 to 951.7,4008,PTopography – Steep Slopes Soils – Wind and Water Erosion Water Quality and Quantity Fish and Fish Habitat ipestone Creek,Final clean-up not complete at time of 2010 ground reconnaissance.,Slumping and rill erosion observed at KP 951.1 on construction right-of-way during ground reconnaissance. Poor vegetation establishment and damaged erosion matting observed on east bank on construction right-of-way during ground reconnaissance.,"Slopes repaired, armoured and seeded in fall 2011.",Unresolved,Monitor in 2012.,,WPM,
67,NE 34-9-29,951.1 to 951.9,4008,Vegetation - Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
67,NE 34-9-29,951.3,4008,Vegetation – Rare Plants,Final clean-up not complete at time of 2010 ground reconnaissance.,>100 plants on construction right-of-way next to fencing (golden bean).,--,Resolved,Monitor in 2012.,,WPM,
67,NE 34-9-29,951.3,4008,Vegetation – Rare Plants,Final clean-up not complete at time of 2010 ground reconnaissance,>100 plants in flower on SE end of pipeline construction right-of-way (green needle grass).,--,Resolved,Monitor in 2012.,,WPM,
67,12-35-9-29,952.4,4009,ISoils – Wind and Water Erosion Water Quality and Quantity ntermittent Drainage,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,Reseeded in summer 2011.,Resolved,None.,,WPM,
67,S1/2 35-9-29,952.4 to 953.8,4010  4011,Vegetation - Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
67,1-35-9-29,953.8,4011,USoils – Wind and Water Erosion Water Quality and Quantity nnamed Drainage – Field Identified,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,Reseeded in summer 2011.,Resolved,None.,,WPM,
68,NE 25-9-29,955.0,4013.01,ISoils – Wind and Water Erosion Water Quality and Quantity ntermittent Creek,Final clean-up not complete at time of 2010 ground reconnaissance.,Moderate vegetation establishment observed on construction right-of-way during ground reconnaissance.,Reseeded in summer 2011.,Unresolved,Monitor grass growth in 2012.,,WPM,
68,SE 25-9-29,955.2 to 955.7,4014,Vegetation - Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
68,SE 25-9-29,955.5,4014,Vegetation – Rare Plants,Final clean-up not complete at time of 2010 ground reconnaissance.,100’s of plants off pipeline (on hotlines) on north side of pipeline construction right-of-way for >150m (golden bean).,--,Resolved,None.,,WPM,
68,SE 25-9-29,955.5,4014,Vegetation – Rare Plants,Final clean-up not complete at time of 2010 ground reconnaissance.,No plants observed (narrowleaf milk vetch).,--,Unresolved,Monitor in 2012.,,WPM,
68,NW 19-9-28 to NW 17-9-28,956.6 to  CT 1.1,4016 to 4019.01,Vegetation - Weeds,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
68,13-20-9-28,958.0,4018,ITopography – Steep Slopes Soils – Wind and Water Erosion Water Quality and Quantity ntermittent Creek,Final clean-up not complete at time of 2010 ground reconnaissance.,Moderate vegetation establishment observed on construction right-of-way during ground reconnaissance.,Reseeded in summer 2011.,Unresolved,Monitor grass growth in 2012.,,WPM,
68,13-20-9-28,958.1,4018,USoils – Wind and Water Erosion Water Quality and Quantity nnamed Drainage – Field Identified,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,Reseeded in summer 2011.,Resolved,None.,,WPM,
68,6-20-9-28,CT 0.0,4019,USoils – Wind and Water Erosion Water Quality and Quantity nnamed Drainage – Field Identified,Final clean-up not complete at time of 2010 ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,Reseeded in summer 2011.,Resolved,None.,,WPM,
68,NW 17-9-28,CT 0.6,4019.01,Soils - Erosion,--,Major gully erosion observed on construction right-of-way during ground reconnaissance.,--,Unresolved,Repair erosion and monitor in 2012.,,WPM,
68,NE 17-9-28,CT 1.1 to CT 2.0,4021,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,WPM,
68,NW 16-9-28,CT 2.0 to CT 2.8,4022,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
68,NE 16-9-28,CT 2.8 to 961.3,4023,Landscape - Coarse Fragments,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
68,NE 16-9-28,961.0,4023,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
68,NW 15-9-28,961.5 to 962.2,4024,Soils - Contouring,--,Poor contouring observed on construction right-of-way by landowner.,Contouring repaired in fall 2011.,Unresolved,Monitor in 2012.,,WPM,
68 (cont’d),NW 15-9-28 (cont’d),961.55 to 961.63,4024,Wetland Class Overall: III Wetland Class on construction right-of-way: III 2008 Health: Healthy with Problems (65%),"Health: Unhealthy (25%).  Weeds: creeping thistle, perennial sow-thistle. Bare ground on construction right-of-way. Landowner has cultivated portion of construction right-of-way.","Health: Unhealthy (45%) Weeds: annual sow-thistle, creeping thistle, lamb’s-quarters, shepherd’s purse, kochia, white cockle. Riparian area partially cultivated. Disturbance and weedy species observed along construction right-of-way. Bare ground and pooling water on construction right-of-way.",Elevated berm located in wetland was regraded with a bulldozer in fall 2011.,Unresolved,Monitor in 2012.,,WPM,
68 (cont’d),NW 15-9-28 (cont’d),961.87 to 961.96,4024,Wetland Class Overall: III Wetland Class on construction right-of-way: III 2008 Health: Healthy with Problems (79%),"Health: Unhealthy (25%).  Weeds: creeping thistle, perennial sow-thistle. Undesirable species dominant on construction right-of-way. Bare ground on construction right-of-way. Landowner has cultivated wetland margins.",Health: Healthy (82%),--,Resolved,None.,,WPM,
68,NE 15-9-28,962.2 to 962.9,4025,Soils - Admixing,--,Moderate admixing observed on construction right-of-way by landowner.,Admixing repaired in fall 2011.,Unresolved,Monitor in 2012.,,WPM,
68,NE 15-9-28,962.6,4025,Soils - Water Erosion,Land access not granted at the time of the ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
68,NE 15-9-28,962.82 to 962.83,4025,Wetland Class Overall: III Wetland Class on construction right-of-way: III 2008 Health: Healthy with Problems (70%),Health: Unhealthy (51%).  Bare ground on construction right-of-way. Landowner has cultivated portion of construction right-of-way.,Health: Healthy with Problems (61%),--,Resolved,None.,,WPM,
68,NE 15-9-28,962.9,4025,Soils - Subsidence,Issue reported by construction contractor.,No issues observed on construction right-of-way during ground reconnaissance.,--,Resolved,None.,,WPM,
68,NW 14-9-28,963.0 to 963.4,4026,Soils - Subsidence,Minor subsidence observed on construction right-of-way during ground reconnaissance.,No issues observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Resolved,None.,,WPM,
68,NW 14-9-28,963.04 to 963.18,4026,Wetland Class Overall: III Wetland Class on construction right-of-way: III 2008 Health: Healthy with Problems (60%),"Health: Unhealthy (54%).  Weeds: creeping thistle, perennial sow-thistle. Undesirable species dominant on construction right-of-way. Landowner has cultivated wetland margins.",Health: Healthy (81%),--,Resolved,None.,,WPM,
68 (cont’d),NW 14-9-28 (cont’d),963.37 to 963.42,4026,Wetland Class Overall: III Wetland Class on construction right-of-way: III 2008 Health: healthy with problems (71%),"Health: Unhealthy (54%).  Weeds: creeping thistle, perennial sow-thistle. Undesirable species dominant on construction right-of-way. Landowner has cultivated portion of construction right-of-way.",Health: Healthy (83%),--,Resolved,None.,,WPM,
68 (cont’d),NW 14-9-28 (cont’d),963.6,4026,Soils - Subsidence,Issue reported by construction contractor.,Minor subsidence observed on construction right-of-way during ground reconnaissance.,Subsidence repaired in 2010.,Unresolved,Repair subsidence and monitor in 2012.,,WPM,
